name,smiles,attach_atom_idx,frag_atom_idx,cap_atoms,fragment_smiles,total_count,molecule_count
fragment_01093,CC(C)(C)[C@H]1CCO[C@@]2(CCSC2)C1,1,4,"0,1,2,3",*[C@H]1CCO[C@@]2(CCSC2)C1,22,22
fragment_01094,CC(C)(C)c1cnc(Cl)c(Cl)c1,1,4,"0,1,2,3",*c1cnc(Cl)c(Cl)c1,22,22
fragment_01095,CC(C)(C)C(=O)C[C@H](C)C(C)C,1,4,"0,1,2,3",*C(=O)C[C@H](C)C(C)C,22,22
fragment_01096,CC(C)(C)c1cc(=O)[nH]c(=O)[nH]1,1,4,"0,1,2,3",*c1cc(=O)[nH]c(=O)[nH]1,22,22
fragment_01097,CC(C)(C)[C@@H](C)C[C@H](C)CC,1,4,"0,1,2,3",*[C@@H](C)C[C@H](C)CC,22,22
fragment_01098,CC(C)(C)CCC(=O)C(C)(C)C,1,4,"0,1,2,3",*C(=O)CCC(C)(C)C,22,22
fragment_01099,CC(C)(C)c1ccc2c(c1)OC1(CCCC1)O2,1,4,"0,1,2,3",*c1ccc2c(c1)OC1(CCCC1)O2,22,22
fragment_01100,CC(C)(C)[C@H](C)CC#C,1,4,"0,1,2,3",*[C@H](C)CC#C,22,22
fragment_01101,CC(C)(C)C[C@H](C)CCO,1,4,"0,1,2,3",*C[C@H](C)CCO,22,22
fragment_01102,CC(C)(C)c1cc(Br)c2c(c1)OCO2,1,4,"0,1,2,3",*c1cc(Br)c2c(c1)OCO2,22,22
fragment_01103,CC(C)(C)N1C(=O)CCS1(=O)=O,1,4,"0,1,2,3",*N1C(=O)CCS1(=O)=O,22,22
fragment_01104,CC(C)(C)c1cc2c(cc1Cl)OCO2,1,4,"0,1,2,3",*c1cc2c(cc1Cl)OCO2,22,22
fragment_01105,CC(C)(C)[C@@H]1C[C@]12CCc1ccccc12,1,4,"0,1,2,3",*[C@@H]1C[C@]12CCc1ccccc12,22,22
fragment_01106,CC(C)(C)N1C[C@H]2CC=CC[C@H]2C1,1,4,"0,1,2,3",*N1C[C@H]2CC=CC[C@H]2C1,22,22
fragment_01107,CC(C)(C)c1cc(Cl)ccc1Br,1,4,"0,1,2,3",*c1cc(Cl)ccc1Br,22,22
fragment_01108,CC(C)(C)[C@@H]1Sc2ccccc2NC1=O,1,4,"0,1,2,3",*[C@@H]1Sc2ccccc2NC1=O,22,22
fragment_01109,CC(C)(C)c1ccc2[nH]nnc2c1,1,4,"0,1,2,3",*c1ccc2[nH]nnc2c1,22,22
fragment_01110,CC(C)(C)[C@@]1(O)CCOC1,1,4,"0,1,2,3",*[C@]1(O)CCOC1,22,22
fragment_01111,CC(C)(C)C(=O)CS(=O)(=O)C(C)C,1,4,"0,1,2,3",*C(=O)CS(=O)(=O)C(C)C,22,22
fragment_01112,CC(C)(C)[C@H](C)C[C@H](C)CC,1,4,"0,1,2,3",*[C@H](C)C[C@H](C)CC,22,22
fragment_01113,CC(C)(C)c1ccnc(F)c1,1,4,"0,1,2,3",*c1ccnc(F)c1,22,22
fragment_01114,CC(C)(C)[C@H]1CO1,1,4,"0,1,2,3",*[C@H]1CO1,22,22
fragment_01115,CC(C)(C)N1CCCC2(C1)OCCO2,1,4,"0,1,2,3",*N1CCCC2(C1)OCCO2,22,22
fragment_01116,CC(C)(C)[C@H](N)CO,1,4,"0,1,2,3",*[C@H]([NH3+])CO,22,22
fragment_01117,CC(C)(C)n1cnc([N+](=O)[O-])n1,1,4,"0,1,2,3",*n1cnc([N+](=O)[O-])n1,22,22
fragment_01118,CC(C)(C)c1ccc(C#N)c([N+](=O)[O-])c1,1,4,"0,1,2,3",*c1ccc(C#N)c([N+](=O)[O-])c1,21,21
fragment_01119,CC(C)(C)c1cccnc1Br,1,4,"0,1,2,3",*c1cccnc1Br,21,21
fragment_01120,CC(C)(C)N1CCC[C@@H]2CCCC[C@H]21,1,4,"0,1,2,3",*N1CCC[C@@H]2CCCC[C@H]21,21,21
fragment_01121,CC(C)(C)c1cc(F)c(O)c(F)c1,1,4,"0,1,2,3",*c1cc(F)c([O-])c(F)c1,21,21
fragment_01122,CC(C)(C)C[C@@H](C)[S@](C)=O,1,4,"0,1,2,3",*C[C@@H](C)[S@](C)=O,21,21
fragment_01123,CC(C)(C)C(=O)C(C)(C)CC,1,4,"0,1,2,3",*C(=O)C(C)(C)CC,21,21
fragment_01124,CC(C)(C)N1CCSC2(CCCCC2)C1,1,4,"0,1,2,3",*N1CCSC2(CCCCC2)C1,21,21
fragment_01125,CC(C)(C)C[C@@H](CO)C(C)(C)C,1,4,"0,1,2,3",*[C@H](CO)CC(C)(C)C,21,21
fragment_01126,CC(C)(C)c1ccc2oc(=O)[nH]c2c1,1,4,"0,1,2,3",*c1ccc2oc(=O)[nH]c2c1,21,21
fragment_01127,CC(C)(C)CC#CC,1,4,"0,1,2,3",*CC#CC,21,21
fragment_01128,CC(C)(C)S(=O)(=O)CC(C)C,1,4,"0,1,2,3",*S(=O)(=O)CC(C)C,21,21
fragment_01129,CC(C)(C)c1nc2ccccn2c1[N+](=O)[O-],1,4,"0,1,2,3",*c1nc2ccccn2c1[N+](=O)[O-],21,21
fragment_01130,CC(C)(C)N1CCSc2ccccc21,1,4,"0,1,2,3",*N1CCSc2ccccc21,21,21
fragment_01131,CC(C)(C)N1CCO[C@H](C(N)=S)C1,1,4,"0,1,2,3",*N1CCO[C@H](C(N)=S)C1,21,21
fragment_01132,CC(C)(C)[C@H](C)[C@@H](C)CO,1,4,"0,1,2,3",*[C@H](C)[C@@H](C)CO,21,21
fragment_01133,CC(C)(C)c1ccc2ccccc2c1O,1,4,"0,1,2,3",*c1ccc2ccccc2c1O,21,21
fragment_01134,CC(C)(C)c1ccc(S(N)(=O)=O)c(N)c1,1,4,"0,1,2,3",*c1ccc(S(N)(=O)=O)c(N)c1,21,21
fragment_01135,CC(C)(C)[C@@H]1Cc2cc(F)ccc2O1,1,4,"0,1,2,3",*[C@@H]1Cc2cc(F)ccc2O1,21,21
fragment_01136,CC(C)(C)[C@@H](CC)CCO,1,4,"0,1,2,3",*[C@@H](CC)CCO,21,21
fragment_01137,CC(C)(C)C[C@@H](C)CCO,1,4,"0,1,2,3",*C[C@@H](C)CCO,21,21
fragment_01138,CC(C)(C)C(=O)[C@@H]1CCOc2ccccc21,1,4,"0,1,2,3",*C(=O)[C@@H]1CCOc2ccccc21,21,21
fragment_01139,CC(C)(C)NS(N)(=O)=O,1,4,"0,1,2,3",*NS(N)(=O)=O,21,21
fragment_01140,CC(C)(C)S(=O)(=O)c1ccc2c(c1)CCC(=O)N2,1,4,"0,1,2,3",*S(=O)(=O)c1ccc2c(c1)CCC(=O)N2,21,21
fragment_01141,CC(C)(C)C(=O)[C@H]1CCCc2ccccc21,1,4,"0,1,2,3",*C(=O)[C@H]1CCCc2ccccc21,21,21
fragment_01142,CC(C)(C)[C@H]1CC[C@@H](N)C1,1,4,"0,1,2,3",*[C@H]1CC[C@@H]([NH3+])C1,21,21
fragment_01143,CC(C)(C)c1ccc2oc(=O)ccc2c1,1,4,"0,1,2,3",*c1ccc2oc(=O)ccc2c1,21,21
fragment_01144,CC(C)(C)C(=O)NNc1ccccc1,1,4,"0,1,2,3",*C(=O)NNc1ccccc1,21,21
fragment_01145,CC(C)(C)C[C@@H]1CCCc2ccccc21,1,4,"0,1,2,3",*C[C@@H]1CCCc2ccccc21,21,21
fragment_01146,CC(C)(C)c1cccc(S(=O)(=O)CC)c1,1,4,"0,1,2,3",*c1cccc(S(=O)(=O)CC)c1,21,21
fragment_01147,CC(C)(C)c1ccc2[nH]c3c(c2c1)CCCC3,1,4,"0,1,2,3",*c1ccc2[nH]c3c(c2c1)CCCC3,21,21
fragment_01148,CC(C)(C)C[C@H](CC(C)C)C(=O)O,1,4,"0,1,2,3",*C[C@H](CC(C)C)C(=O)[O-],21,21
fragment_01149,CC(C)(C)N1CCNC(=O)CC1,1,4,"0,1,2,3",*N1CCNC(=O)CC1,21,21
fragment_01150,CC(C)(C)C(=O)CCS(=O)(=O)c1ccc(Cl)cc1,1,4,"0,1,2,3",*C(=O)CCS(=O)(=O)c1ccc(Cl)cc1,21,21
fragment_01151,CC(C)(C)C(=O)NNc1ccccc1Cl,1,4,"0,1,2,3",*C(=O)NNc1ccccc1Cl,21,21
fragment_01152,CC(C)(C)c1nc2c(cc1C#N)CCC2,1,4,"0,1,2,3",*c1nc2c(cc1C#N)CCC2,21,21
fragment_01153,CC(C)(C)N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2,1,4,"0,1,2,3",*N1C[C@H]2C[C@@H](C1)c1cccc(=O)n1C2,21,21
fragment_01154,CC(C)(C)[C@@H]1CCO[C@@]2(CCOC2)C1,1,4,"0,1,2,3",*[C@@H]1CCO[C@@]2(CCOC2)C1,21,21
fragment_01155,CC(C)(C)N1C(=O)N[C@@]2(CCc3ccccc32)C1=O,1,4,"0,1,2,3",*N1C(=O)N[C@@]2(CCc3ccccc32)C1=O,21,21
fragment_01156,CC(C)(C)c1cc2c(F)cccc2s1,1,4,"0,1,2,3",*c1cc2c(F)cccc2s1,21,21
fragment_01157,CC(C)(C)c1cc([N+](=O)[O-])cc2c1OCOC2,1,4,"0,1,2,3",*c1cc([N+](=O)[O-])cc2c1OCOC2,21,21
fragment_01158,CC(C)(C)CCC(C)=O,1,4,"0,1,2,3",*CCC(C)=O,21,21
fragment_01159,CC(C)(C)n1c(=O)[nH]c(=O)c2ccccc21,1,4,"0,1,2,3",*n1c(=O)[nH]c(=O)c2ccccc21,21,21
fragment_01160,CC(C)(C)c1cnc2ccc(C#N)cn12,1,4,"0,1,2,3",*c1cnc2ccc(C#N)cn12,21,21
fragment_01161,CC(C)(C)C/C=C/C,1,4,"0,1,2,3",*C/C=C/C,21,21
fragment_01162,CC(C)(C)S(=O)(=O)c1ccc2c(c1)NC(=O)CO2,1,4,"0,1,2,3",*S(=O)(=O)c1ccc2c(c1)NC(=O)CO2,20,20
fragment_01163,CC(C)(C)N1CC(=O)NC1=O,1,4,"0,1,2,3",*N1CC(=O)NC1=O,20,20
fragment_01164,CC(C)(C)[C@@H](CO)C(=O)O,1,4,"0,1,2,3",*[C@@H](CO)C(=O)[O-],20,20
fragment_01165,CC(C)(C)c1cnc[nH]1,1,4,"0,1,2,3",*c1cnc[nH]1,20,20
fragment_01166,CC(C)(C)N1CCC[C@H]2CCCC[C@H]21,1,4,"0,1,2,3",*N1CCC[C@H]2CCCC[C@H]21,20,20
fragment_01167,CC(C)(C)c1ccc(Cl)c(S(C)(=O)=O)c1,1,4,"0,1,2,3",*c1ccc(Cl)c(S(C)(=O)=O)c1,20,20
fragment_01168,CC(C)(C)S(=O)(=O)c1c[nH]c2ncccc12,1,4,"0,1,2,3",*S(=O)(=O)c1c[nH]c2ncccc12,20,20
fragment_01169,CC(C)(C)C(=O)/C=C(/C)c1ccc(F)cc1F,1,4,"0,1,2,3",*C(=O)/C=C(/C)c1ccc(F)cc1F,20,20
fragment_01170,CC(C)(C)[C@](C)(C#N)C(C)C,1,4,"0,1,2,3",*[C@@](C)(C#N)C(C)C,20,20
fragment_01171,CC(C)(C)c1cc2cc(F)ccc2o1,1,4,"0,1,2,3",*c1cc2cc(F)ccc2o1,20,20
fragment_01172,CC(C)(C)c1csc(C#CCN)c1,1,4,"0,1,2,3",*c1csc(C#CCN)c1,20,20
fragment_01173,CC(C)(C)c1cc(Cl)cc2c1OCOC2,1,4,"0,1,2,3",*c1cc(Cl)cc2c1OCOC2,20,20
fragment_01174,CC(C)(C)n1cnc2ccsc2c1=O,1,4,"0,1,2,3",*n1cnc2ccsc2c1=O,20,20
fragment_01175,CC(C)(C)N1CCc2ccc([N+](=O)[O-])cc21,1,4,"0,1,2,3",*N1CCc2ccc([N+](=O)[O-])cc21,20,20
fragment_01176,CC(C)(C)c1ncnc2nc[nH]c12,1,4,"0,1,2,3",*c1ncnc2nc[nH]c12,20,20
fragment_01177,CC(C)(C)c1cnn2cccnc12,1,4,"0,1,2,3",*c1cnn2cccnc12,20,20
fragment_01178,CC(C)(C)[C@H](C)[C@@H](C)C(=O)O,1,4,"0,1,2,3",*[C@H](C)[C@@H](C)C(=O)[O-],20,20
fragment_01179,CC(C)(C)/C(C)=C\C(=O)C(C)(C)C,1,4,"0,1,2,3",*C(=O)/C=C(/C)C(C)(C)C,20,20
fragment_01180,CC(C)(C)N1CCC[C@H]2CCC[C@H]21,1,4,"0,1,2,3",*N1CCC[C@H]2CCC[C@H]21,20,20
fragment_01181,CC(C)(C)[C@@H]1CCc2[nH]c3ccccc3c2C1,1,4,"0,1,2,3",*[C@@H]1CCc2[nH]c3ccccc3c2C1,20,20
fragment_01182,CC(C)(C)C(=O)[C@@H](C)CCC,1,4,"0,1,2,3",*C(=O)[C@@H](C)CCC,20,20
fragment_01183,CC(C)(C)N1C(=O)[C@@H]2CC=CC[C@H]2C1=O,1,4,"0,1,2,3",*N1C(=O)[C@@H]2CC=CC[C@H]2C1=O,20,20
fragment_01184,CC(C)(C)c1nc(N)cc(=O)[nH]1,1,4,"0,1,2,3",*c1nc(N)cc(=O)[nH]1,20,20
fragment_01185,CC(C)(C)[C@@H]1C=c2ccccc2=N1,1,4,"0,1,2,3",*[C@@H]1C=c2ccccc2=[NH+]1,20,20
fragment_01186,CC(C)(C)C1(O)CCCCCC1,1,4,"0,1,2,3",*C1(O)CCCCCC1,20,20
fragment_01187,CC(C)(C)[C@H]1C=c2ccccc2=N1,1,4,"0,1,2,3",*[C@H]1C=c2ccccc2=[NH+]1,20,20
fragment_01188,CC(C)(C)C1(O)Cc2ccccc2C1,1,4,"0,1,2,3",*C1(O)Cc2ccccc2C1,20,20
fragment_01189,CC(C)(C)c1cnns1,1,4,"0,1,2,3",*c1cnns1,20,20
fragment_01190,CC(C)(C)c1cnn2ccccc12,1,4,"0,1,2,3",*c1cnn2ccccc12,20,20
fragment_01191,CC(C)(C)N1CCCSc2ccccc21,1,4,"0,1,2,3",*N1CCCSc2ccccc21,20,20
fragment_01192,CC(C)(C)[C@@H]1CCC[C@@H](O)C1,1,4,"0,1,2,3",*[C@@H]1CCC[C@@H](O)C1,20,20
fragment_01193,CC(C)(C)n1ncc(C#N)c1N,1,4,"0,1,2,3",*n1ncc(C#N)c1N,20,20
fragment_01194,CC(C)(C)[C@H](C)CC(=O)O,1,4,"0,1,2,3",*[C@H](C)CC(=O)[O-],20,20
fragment_01195,CC(C)(C)[C@H](C)C[C@@H](C)CC,1,4,"0,1,2,3",*[C@H](C)C[C@@H](C)CC,20,20
fragment_01196,CC(C)(C)c1n[nH]c(O)n1,1,4,"0,1,2,3",*c1n[nH]c([O-])n1,20,20
fragment_01197,CC(C)(C)N1C[C@H]2CN3CCCC[C@@H]3[C@@H]2C1,1,4,"0,1,2,3",*N1C[C@H]2C[NH+]3CCCC[C@@H]3[C@@H]2C1,20,20
fragment_01198,CC(C)(C)c1cccc(F)c1C(N)=S,1,4,"0,1,2,3",*c1cccc(F)c1C(N)=S,20,20
fragment_01199,CC(C)(C)[C@H]1CCCC[C@@H]1S(C)(=O)=O,1,4,"0,1,2,3",*[C@H]1CCCC[C@@H]1S(C)(=O)=O,20,20
fragment_01200,CC(C)(C)C(=O)/C(C)=C/C,1,4,"0,1,2,3",*C(=O)/C(C)=C/C,20,20
fragment_01201,CC(C)(C)N[C@@H]1C[C@H]2CCCc3cccc1c32,1,4,"0,1,2,3",*N[C@@H]1C[C@H]2CCCc3cccc1c32,20,20
fragment_01202,CC(C)(C)CCCC(C)(C)CO,1,4,"0,1,2,3",*CCCC(C)(C)CO,20,20
fragment_01203,CC(C)(C)C(=O)CBr,1,4,"0,1,2,3",*C(=O)CBr,20,20
fragment_01204,CC(C)(C)c1cnc2ccccn12,1,4,"0,1,2,3",*c1cnc2ccccn12,20,20
fragment_01205,CC(C)(C)C1CC(O)C1,1,4,"0,1,2,3",*C1CC([O-])C1,20,20
fragment_01206,CC(C)(C)C(=O)C/C=C/c1ccc(F)cc1,1,4,"0,1,2,3",*C(=O)C/C=C/c1ccc(F)cc1,20,20
fragment_01207,CC(C)(C)C(=O)C[C@H]1OC(=O)c2ccccc21,1,4,"0,1,2,3",*C(=O)C[C@H]1OC(=O)c2ccccc21,20,20
fragment_01208,CC(C)(C)[C@H]1CCC[C@@H](O)C1,1,4,"0,1,2,3",*[C@H]1CCC[C@@H](O)C1,20,20
fragment_01209,CC(C)(C)c1nc2sc3c(c2c(=O)[nH]1)CCC3,1,4,"0,1,2,3",*c1nc2sc3c(c2c(=O)[nH]1)CCC3,20,20
fragment_01210,CC(C)(C)c1ccc2cn[nH]c2c1,1,4,"0,1,2,3",*c1ccc2cn[nH]c2c1,20,20
fragment_01211,CC(C)(C)c1cc(Cl)cc(Cl)c1O,1,4,"0,1,2,3",*c1cc(Cl)cc(Cl)c1O,19,19
fragment_01212,CC(C)(C)C1(C#N)CCCCCC1,1,4,"0,1,2,3",*C1(C#N)CCCCCC1,19,19
fragment_01213,CC(C)(C)n1cnc2ccc(Cl)cc2c1=O,1,4,"0,1,2,3",*n1cnc2ccc(Cl)cc2c1=O,19,19
fragment_01214,CC(C)(C)CCBr,1,4,"0,1,2,3",*CCBr,19,19
fragment_01215,CC(C)(C)c1ncc(N)cc1Br,1,4,"0,1,2,3",*c1ncc(N)cc1Br,19,19
fragment_01216,CC(C)(C)c1ncc([N+](=O)[O-])cc1Br,1,4,"0,1,2,3",*c1ncc([N+](=O)[O-])cc1Br,19,19
fragment_01217,CC(C)(C)c1nsc2ccccc12,1,4,"0,1,2,3",*c1nsc2ccccc12,19,19
fragment_01218,CC(C)(C)[C@H](C(N)=O)[C@@H](C)CC,1,4,"0,1,2,3",*[C@H](C(N)=O)[C@@H](C)CC,19,19
fragment_01219,CC(C)(C)c1cc2cc(Br)ccc2o1,1,4,"0,1,2,3",*c1cc2cc(Br)ccc2o1,19,19
fragment_01220,CC(C)(C)n1cnc2sc3c(c2c1=O)CCCC3,1,4,"0,1,2,3",*n1cnc2sc3c(c2c1=O)CCCC3,19,19
fragment_01221,CC(C)(C)N1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C=C[C@@H]2C1,1,4,"0,1,2,3",*N1C(=O)[C@@H]2[C@H](C1=O)[C@H]1C=C[C@@H]2C1,19,18
fragment_01222,CC(C)(C)n1nc2ccccc2n1,1,4,"0,1,2,3",*n1nc2ccccc2n1,19,19
fragment_01223,CC(C)(C)[C@@H]1C=CCCC1,1,4,"0,1,2,3",*[C@@H]1C=CCCC1,19,19
fragment_01224,CC(C)(C)c1ccc([S@](C)=O)c(F)c1,1,4,"0,1,2,3",*c1ccc([S@](C)=O)c(F)c1,19,19
fragment_01225,CC(C)(C)c1nc2c(F)cccc2[nH]1,1,4,"0,1,2,3",*c1nc2c(F)cccc2[nH]1,19,19
fragment_01226,CC(C)(C)[C@H]1CCC[C@H]([S@@](=O)CC)C1,1,4,"0,1,2,3",*[C@H]1CCC[C@H]([S@@](=O)CC)C1,19,19
fragment_01227,CC(C)(C)CC/N=C(\O)c1ncccc1O,1,4,"0,1,2,3",*CC/N=C(\O)c1ncccc1O,19,19
fragment_01228,CC(C)(C)[C@H](C)[C@H](C)C(=O)O,1,4,"0,1,2,3",*[C@H](C)[C@H](C)C(=O)[O-],19,19
fragment_01229,CC(C)(C)c1ccnc(Cl)n1,1,4,"0,1,2,3",*c1ccnc(Cl)n1,19,19
fragment_01230,CC(C)(C)c1ccc(F)cc1I,1,4,"0,1,2,3",*c1ccc(F)cc1I,19,19
fragment_01231,CC(C)(C)[C@H]1CCC[C@@H]([S@](=O)CC)C1,1,4,"0,1,2,3",*[C@H]1CCC[C@@H]([S@](=O)CC)C1,19,19
fragment_01232,CC(C)(C)c1ncncc1N,1,4,"0,1,2,3",*c1ncncc1N,19,19
fragment_01233,CC(C)(C)C(=O)/C=C/C(=O)O,1,4,"0,1,2,3",*C(=O)/C=C/C(=O)[O-],19,18
fragment_01234,CC(C)(C)c1n[nH]c2c1CCCC2,1,4,"0,1,2,3",*c1n[nH]c2c1CCCC2,19,19
fragment_01235,CC(C)(C)c1c(Cl)nc2sccn12,1,4,"0,1,2,3",*c1c(Cl)nc2sccn12,19,19
fragment_01236,CC(C)(C)[C@@H](C)CCCCC,1,4,"0,1,2,3",*[C@@H](C)CCCCC,19,19
fragment_01237,CC(C)(C)C(=O)CCS(=O)(=O)c1ccccc1,1,4,"0,1,2,3",*C(=O)CCS(=O)(=O)c1ccccc1,19,19
fragment_01238,CC(C)(C)N[C@@H]1CCSc2ccccc21,1,4,"0,1,2,3",*N[C@@H]1CCSc2ccccc21,19,19
fragment_01239,CC(C)(C)c1cnc(NN)s1,1,4,"0,1,2,3",*c1cnc(NN)s1,19,19
fragment_01240,CC(C)(C)[C@H](C)CCC=C,1,4,"0,1,2,3",*[C@H](C)CCC=C,19,19
fragment_01241,CC(C)(C)c1ccc2ccc(Cl)cc2n1,1,4,"0,1,2,3",*c1ccc2ccc(Cl)cc2n1,19,19
fragment_01242,CC(C)(C)C(=O)[C@@H](C)S(C)(=O)=O,1,4,"0,1,2,3",*C(=O)[C@@H](C)S(C)(=O)=O,19,19
fragment_01243,CC(C)(C)C(=O)[C@H]1CC(=O)Nc2ccccc21,1,4,"0,1,2,3",*C(=O)[C@H]1CC(=O)Nc2ccccc21,19,19
fragment_01244,CC(C)(C)n1cc(Br)ccc1=O,1,4,"0,1,2,3",*n1cc(Br)ccc1=O,19,19
fragment_01245,CC(C)(C)[C@@H]1CCO[C@@]2(CCSC2)C1,1,4,"0,1,2,3",*[C@@H]1CCO[C@@]2(CCSC2)C1,19,19
fragment_01246,CC(C)(C)[C@@H](C)CN,1,4,"0,1,2,3",*[C@@H](C)C[NH3+],19,19
fragment_01247,CC(C)(C)c1ccc(O)c([N+](=O)[O-])c1,1,4,"0,1,2,3",*c1ccc(O)c([N+](=O)[O-])c1,19,19
fragment_01248,CC(C)(C)N1C[C@@H](O)[C@@H](O)C1,1,4,"0,1,2,3",*N1C[C@@H](O)[C@@H](O)C1,19,19
fragment_01249,CC(C)(C)c1ccc(Br)cc1[N+](=O)[O-],1,4,"0,1,2,3",*c1ccc(Br)cc1[N+](=O)[O-],19,19
fragment_01250,CC(C)(C)C(=O)[C@H](C)Cl,1,4,"0,1,2,3",*C(=O)[C@H](C)Cl,19,19
fragment_01251,CC(C)(C)c1cc(Cl)cc2cccnc12,1,4,"0,1,2,3",*c1cc(Cl)cc2cccnc12,19,19
fragment_01252,CC(C)(C)N1c2cccc3cccc(c23)S1(=O)=O,1,4,"0,1,2,3",*N1c2cccc3cccc(c23)S1(=O)=O,19,19
fragment_01253,CC(C)(C)c1cncc(Cl)n1,1,4,"0,1,2,3",*c1cncc(Cl)n1,19,19
fragment_01254,CC(C)(C)c1cc(O)ccc1Br,1,4,"0,1,2,3",*c1cc(O)ccc1Br,19,19
fragment_01255,CC(C)(C)C(=O)NNc1cccc(F)c1F,1,4,"0,1,2,3",*C(=O)NNc1cccc(F)c1F,19,19
fragment_01256,CC(C)(C)[C@@H](C)[C@H](C)CO,1,4,"0,1,2,3",*[C@@H](C)[C@H](C)CO,19,19
fragment_01257,CC(C)(C)[C@H]1CCCCC[C@H]1N,1,4,"0,1,2,3",*[C@H]1CCCCC[C@H]1[NH3+],19,19
fragment_01258,CC(C)(C)c1cc(O)ccc1[N+](=O)[O-],1,4,"0,1,2,3",*c1cc(O)ccc1[N+](=O)[O-],19,19
fragment_01259,CC(C)(C)[C@H]1CCC[C@@H](C2CC2)C1,1,4,"0,1,2,3",*[C@H]1CCC[C@@H](C2CC2)C1,19,19
fragment_01260,CC(C)(C)c1cc(Cl)c(Cl)cc1[N+](=O)[O-],1,4,"0,1,2,3",*c1cc(Cl)c(Cl)cc1[N+](=O)[O-],19,19
fragment_01261,CC(C)(C)CC[S@](C)=O,1,4,"0,1,2,3",*CC[S@](C)=O,18,18
fragment_01262,CC(C)(C)c1ccc2ccccc2c1Br,1,4,"0,1,2,3",*c1ccc2ccccc2c1Br,18,18
fragment_01263,CC(C)(C)S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,1,4,"0,1,2,3",*S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,18,18
fragment_01264,CC(C)(C)[C@]1(O)CCOC1,1,4,"0,1,2,3",*[C@@]1(O)CCOC1,18,18
fragment_01265,CC(C)(C)N1CCCN2CCC[C@@H]2C1,1,4,"0,1,2,3",*N1CCC[NH+]2CCC[C@@H]2C1,18,18
fragment_01266,CC(C)(C)[C@H](C)CCCC,1,4,"0,1,2,3",*[C@H](C)CCCC,18,18
fragment_01267,CC(C)(C)c1ccc(N)cc1F,1,4,"0,1,2,3",*c1ccc(N)cc1F,18,18
fragment_01268,CC(C)(C)N1CCC[C@@H]2CCC[C@@H]21,1,4,"0,1,2,3",*N1CCC[C@@H]2CCC[C@@H]21,18,18
fragment_01269,CC(C)(C)[C@@H]1C[C@@H]1C1CCCCC1,1,4,"0,1,2,3",*[C@@H]1C[C@@H]1C1CCCCC1,18,18
fragment_01270,CC(C)(C)C(=O)/C=C/c1ccc2ccccc2n1,1,4,"0,1,2,3",*C(=O)/C=C/c1ccc2ccccc2n1,18,18
fragment_01271,CC(C)(C)C(=O)[C@@H](N)C(C)C,1,4,"0,1,2,3",*C(=O)[C@@H]([NH3+])C(C)C,18,18
fragment_01272,CC(C)(C)c1cc2cc(F)ccc2[nH]1,1,4,"0,1,2,3",*c1cc2cc(F)ccc2[nH]1,18,18
fragment_01273,CC(C)(C)N1c2ccccc2Sc2ccccc21,1,4,"0,1,2,3",*N1c2ccccc2Sc2ccccc21,18,18
fragment_01274,CC(C)(C)c1ccc(N)c(Cl)c1,1,4,"0,1,2,3",*c1ccc(N)c(Cl)c1,18,18
fragment_01275,CC(C)(C)[C@H](C)C(F)(F)F,1,4,"0,1,2,3",*[C@H](C)C(F)(F)F,18,18
fragment_01276,CC(C)(C)C(=O)C1=NNC(=O)CC1,1,4,"0,1,2,3",*C(=O)C1=NNC(=O)CC1,18,18
fragment_01277,CC(C)(C)[C@H](F)C(=O)O,1,4,"0,1,2,3",*[C@H](F)C(=O)[O-],18,18
fragment_01278,CC(C)(C)n1ccc2cc(Cl)ccc21,1,4,"0,1,2,3",*n1ccc2cc(Cl)ccc21,18,18
fragment_01279,CC(C)(C)CC[C@H](O)C(C)C,1,4,"0,1,2,3",*CC[C@H](O)C(C)C,18,18
fragment_01280,CC(C)(C)[C@H]1C[C@]12CCc1ccccc12,1,4,"0,1,2,3",*[C@H]1C[C@]12CCc1ccccc12,18,18
fragment_01281,CC(C)(C)[C@H]1CCC[C@@H](N)C1,1,4,"0,1,2,3",*[C@H]1CCC[C@@H]([NH3+])C1,18,18
fragment_01282,CC(C)(C)C[C@H](C#N)CCC#N,1,4,"0,1,2,3",*C[C@H](C#N)CCC#N,18,18
fragment_01283,CC(C)(C)C(=O)/C=C/c1c(Cl)nc2sccn12,1,4,"0,1,2,3",*C(=O)/C=C/c1c(Cl)nc2sccn12,18,18
fragment_01284,CC(C)(C)[C@@H](O)CC(C)(C)C,1,4,"0,1,2,3",*C[C@H](O)C(C)(C)C,18,18
fragment_01285,CC(C)(C)C(=O)N=c1[nH]c2ccccc2[nH]1,1,4,"0,1,2,3",*C(=O)N=c1[nH]c2ccccc2[nH]1,18,18
fragment_01286,CC(C)(C)N1C(=O)c2cccc([N+](=O)[O-])c2C1=O,1,4,"0,1,2,3",*N1C(=O)c2cccc([N+](=O)[O-])c2C1=O,18,18
fragment_01287,CC(C)(C)C(C)(CC)CC,1,4,"0,1,2,3",*C(C)(CC)CC,18,18
fragment_01288,CC(C)(C)c1ccc(Cl)c(C#N)n1,1,4,"0,1,2,3",*c1ccc(Cl)c(C#N)n1,18,18
