fragment_smiles,total_count,molecule_count,rank,total_fraction,molecule_fraction
*c1ccc(N)cc1F,18,18,1302,7.21573029203664e-05,7.21573029203664e-05
*N1CCC[C@@H]2CCC[C@@H]21,18,18,1303,7.21573029203664e-05,7.21573029203664e-05
*[C@@H]1C[C@@H]1C1CCCCC1,18,18,1304,7.21573029203664e-05,7.21573029203664e-05
*C(=O)/C=C/c1ccc2ccccc2n1,18,18,1305,7.21573029203664e-05,7.21573029203664e-05
*C(=O)[C@@H]([NH3+])C(C)C,18,18,1306,7.21573029203664e-05,7.21573029203664e-05
*c1cc2cc(F)ccc2[nH]1,18,18,1307,7.21573029203664e-05,7.21573029203664e-05
*N1c2ccccc2Sc2ccccc21,18,18,1308,7.21573029203664e-05,7.21573029203664e-05
*c1ccc(N)c(Cl)c1,18,18,1309,7.21573029203664e-05,7.21573029203664e-05
*[C@H](C)C(F)(F)F,18,18,1310,7.21573029203664e-05,7.21573029203664e-05
*C(=O)C1=NNC(=O)CC1,18,18,1311,7.21573029203664e-05,7.21573029203664e-05
*[C@H](F)C(=O)[O-],18,18,1312,7.21573029203664e-05,7.21573029203664e-05
*n1ccc2cc(Cl)ccc21,18,18,1313,7.21573029203664e-05,7.21573029203664e-05
*CC[C@H](O)C(C)C,18,18,1314,7.21573029203664e-05,7.21573029203664e-05
*[C@H]1C[C@]12CCc1ccccc12,18,18,1315,7.21573029203664e-05,7.21573029203664e-05
*[C@H]1CCC[C@@H]([NH3+])C1,18,18,1316,7.21573029203664e-05,7.21573029203664e-05
*C[C@H](C#N)CCC#N,18,18,1317,7.21573029203664e-05,7.21573029203664e-05
*C(=O)/C=C/c1c(Cl)nc2sccn12,18,18,1318,7.21573029203664e-05,7.21573029203664e-05
*C[C@H](O)C(C)(C)C,18,18,1319,7.21573029203664e-05,7.21573029203664e-05
*C(=O)N=c1[nH]c2ccccc2[nH]1,18,18,1320,7.21573029203664e-05,7.21573029203664e-05
*N1C(=O)c2cccc([N+](=O)[O-])c2C1=O,18,18,1321,7.21573029203664e-05,7.21573029203664e-05
*C(C)(CC)CC,18,18,1322,7.21573029203664e-05,7.21573029203664e-05
*c1ccc(Cl)c(C#N)n1,18,18,1323,7.21573029203664e-05,7.21573029203664e-05
*C[C@]1(O)CCc2ccccc21,18,18,1324,7.21573029203664e-05,7.21573029203664e-05
*C1(C2CC2)CC1,18,18,1325,7.21573029203664e-05,7.21573029203664e-05
*c1nc2cc([N+](=O)[O-])ccc2[nH]1,18,18,1326,7.21573029203664e-05,7.21573029203664e-05
*c1coc2ccccc2c1=O,18,18,1327,7.21573029203664e-05,7.21573029203664e-05
*C(=O)/C=C/c1cccc(C#N)c1,18,18,1328,7.21573029203664e-05,7.21573029203664e-05
*[C@H]1Cc2ccccc2NC1=O,18,18,1329,7.21573029203664e-05,7.21573029203664e-05
*CC[C@@H](O)C(C)C,18,18,1330,7.21573029203664e-05,7.21573029203664e-05
*C(=O)C=C(C1CC1)C1CC1,18,18,1331,7.21573029203664e-05,7.21573029203664e-05
*c1nc2ncccc2[nH]1,18,18,1332,7.21573029203664e-05,7.21573029203664e-05
*C/C(N)=N/O,18,18,1333,7.21573029203664e-05,7.21573029203664e-05
*c1ccc(C#N)cc1[N+](=O)[O-],18,18,1334,7.21573029203664e-05,7.21573029203664e-05
*c1cc(F)c(F)c(F)c1F,18,18,1335,7.21573029203664e-05,7.21573029203664e-05
*CCS,18,18,1336,7.21573029203664e-05,7.21573029203664e-05
*O[C@H]1CCCc2ccccc21,18,18,1337,7.21573029203664e-05,7.21573029203664e-05
*N1C(=O)c2cccc3cccc(c23)C1=O,18,18,1338,7.21573029203664e-05,7.21573029203664e-05
*SC#N,18,18,1339,7.21573029203664e-05,7.21573029203664e-05
*c1c(Cl)cc(Cl)cc1Cl,18,18,1340,7.21573029203664e-05,7.21573029203664e-05
*c1c(Cl)ccc(Cl)c1Cl,18,18,1341,7.21573029203664e-05,7.21573029203664e-05
*[C@H]1SC(N)=NC1=O,18,18,1342,7.21573029203664e-05,7.21573029203664e-05
*C(=O)CC#N,18,18,1343,7.21573029203664e-05,7.21573029203664e-05
*SC(=S)N1CCCC1,18,18,1344,7.21573029203664e-05,7.21573029203664e-05
*c1ccc(/C=N/OC)cc1,18,18,1345,7.21573029203664e-05,7.21573029203664e-05
*[C@@H](C)CCCC(C)C,18,18,1346,7.21573029203664e-05,7.21573029203664e-05
*[C@H]1CCc2[nH]c3ccccc3c2C1,18,18,1347,7.21573029203664e-05,7.21573029203664e-05
*[C@@H]([NH3+])CO,18,18,1348,7.21573029203664e-05,7.21573029203664e-05
*c1cc2ccccc2c(Cl)n1,18,18,1349,7.21573029203664e-05,7.21573029203664e-05
*c1ccc(C=O)cc1[N+](=O)[O-],18,17,1350,7.21573029203664e-05,6.814856386923493e-05
*c1cccnc1[N+](=O)[O-],18,18,1351,7.21573029203664e-05,7.21573029203664e-05
*[C@H](C)[C@H](C)CC,18,18,1352,7.21573029203664e-05,7.21573029203664e-05
*[C@H]1C[C@@H]1[N+](=O)[O-],17,17,1353,6.814856386923493e-05,6.814856386923493e-05
*N1CCCC[C@@H]1C1OCCO1,17,17,1354,6.814856386923493e-05,6.814856386923493e-05
*c1nn2cnnc2s1,17,17,1355,6.814856386923493e-05,6.814856386923493e-05
*c1ccc2[nH]c(=S)oc2c1,17,17,1356,6.814856386923493e-05,6.814856386923493e-05
*[C@](C)(CO)CCC,17,17,1357,6.814856386923493e-05,6.814856386923493e-05
*c1cc2c(F)cccc2[nH]1,17,17,1358,6.814856386923493e-05,6.814856386923493e-05
*c1ncnc2c1CCCCC2,17,17,1359,6.814856386923493e-05,6.814856386923493e-05
*C(=O)CS(=O)(=O)C1CCCC1,17,17,1360,6.814856386923493e-05,6.814856386923493e-05
*CC(O)(CC)CC,17,17,1361,6.814856386923493e-05,6.814856386923493e-05
*[C@@H]1CCCS1(=O)=O,17,17,1362,6.814856386923493e-05,6.814856386923493e-05
*c1nc2ccccc2[nH]c1=O,17,17,1363,6.814856386923493e-05,6.814856386923493e-05
*[C@H]1CC[C@@H]2CCCC[C@@H]2[NH2+]1,17,17,1364,6.814856386923493e-05,6.814856386923493e-05
*c1ccc(S(=O)(=O)C(C)C)cc1,17,17,1365,6.814856386923493e-05,6.814856386923493e-05
*c1ncccc1Br,17,17,1366,6.814856386923493e-05,6.814856386923493e-05
*c1ccc[nH+]c1N,17,17,1367,6.814856386923493e-05,6.814856386923493e-05
*c1cc(=O)oc2cc3c(cc12)CCC3,17,17,1368,6.814856386923493e-05,6.814856386923493e-05
*n1cc(Cl)c(=O)[nH]c1=O,17,17,1369,6.814856386923493e-05,6.814856386923493e-05
*C(=O)CS(=O)(=O)c1ccccc1,17,17,1370,6.814856386923493e-05,6.814856386923493e-05
*[NH+]1C[C@@H](O)[C@@H](O)C1,17,17,1371,6.814856386923493e-05,6.814856386923493e-05
*c1nc2cc(Cl)ccc2c(=O)[nH]1,17,17,1372,6.814856386923493e-05,6.814856386923493e-05
*n1cnc2ccc(Br)cc2c1=O,17,17,1373,6.814856386923493e-05,6.814856386923493e-05
*C(=O)/C=C/c1cnc2ccccc2n1,17,17,1374,6.814856386923493e-05,6.814856386923493e-05
*[C@H]1CCC(=O)O1,17,17,1375,6.814856386923493e-05,6.814856386923493e-05
*[C@@H]1CO1,17,17,1376,6.814856386923493e-05,6.814856386923493e-05
*[C@@H](N)C(F)(F)F,17,17,1377,6.814856386923493e-05,6.814856386923493e-05
*c1ccnnc1,17,17,1378,6.814856386923493e-05,6.814856386923493e-05
*C(C)(C)C(=O)[O-],17,17,1379,6.814856386923493e-05,6.814856386923493e-05
*c1ccc(N)cn1,17,17,1380,6.814856386923493e-05,6.814856386923493e-05
*c1cn[nH]c1N,17,17,1381,6.814856386923493e-05,6.814856386923493e-05
*C[C@@H](O)C(C)(C)C,17,17,1382,6.814856386923493e-05,6.814856386923493e-05
*CCCS,17,17,1383,6.814856386923493e-05,6.814856386923493e-05
*n1cc(N)cn1,17,17,1384,6.814856386923493e-05,6.814856386923493e-05
*C(=O)C(Cl)(Cl)Cl,17,16,1385,6.814856386923493e-05,6.413982481810347e-05
*N1CCCCc2ccccc21,17,17,1386,6.814856386923493e-05,6.814856386923493e-05
*S(=O)(=O)c1cccc2cnccc12,17,17,1387,6.814856386923493e-05,6.814856386923493e-05
*C(=O)CCS(=O)(=O)C1CCCC1,17,17,1388,6.814856386923493e-05,6.814856386923493e-05
*N1CC[C@@H]2CCCC[C@@H]21,17,17,1389,6.814856386923493e-05,6.814856386923493e-05
*c1ccc([O-])c[nH+]1,17,17,1390,6.814856386923493e-05,6.814856386923493e-05
*N1CCc2sccc2[C@H]1CC,17,17,1391,6.814856386923493e-05,6.814856386923493e-05
*c1cc(Cl)c2ccccc2c1O,17,17,1392,6.814856386923493e-05,6.814856386923493e-05
*c1ccc2cc(Br)ccc2c1,17,17,1393,6.814856386923493e-05,6.814856386923493e-05
*c1ncc(Cl)cn1,17,17,1394,6.814856386923493e-05,6.814856386923493e-05
*N1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,17,17,1395,6.814856386923493e-05,6.814856386923493e-05
*n1nc2n(c1=O)CCCCC2,16,16,1396,6.413982481810347e-05,6.413982481810347e-05
*[C@@H](C#N)CCC,16,16,1397,6.413982481810347e-05,6.413982481810347e-05
*[C@@H]1CCC[C@@H]1[NH3+],16,16,1398,6.413982481810347e-05,6.413982481810347e-05
*CC(=O)C(C)C,16,16,1399,6.413982481810347e-05,6.413982481810347e-05
*C(=O)CN1C(=O)CSc2ccccc21,16,16,1400,6.413982481810347e-05,6.413982481810347e-05
*N1CCN(S(=O)(=O)N(C)C)CC1,16,16,1401,6.413982481810347e-05,6.413982481810347e-05
*C(=O)/C=C/c1ccnc(Cl)c1,16,16,1402,6.413982481810347e-05,6.413982481810347e-05
*C(=O)/C=C/c1c(Cl)cccc1Cl,16,16,1403,6.413982481810347e-05,6.413982481810347e-05
*N[C@H]1CCc2cc(Cl)ccc21,16,16,1404,6.413982481810347e-05,6.413982481810347e-05
*C(=O)C1c2ccccc2Oc2ccccc21,16,16,1405,6.413982481810347e-05,6.413982481810347e-05
*[C@H](C)CCCCC,16,16,1406,6.413982481810347e-05,6.413982481810347e-05
*C[C@@H](C)C[NH3+],16,16,1407,6.413982481810347e-05,6.413982481810347e-05
*c1ccc2nonc2c1,16,16,1408,6.413982481810347e-05,6.413982481810347e-05
*c1cn2c([nH+]1)CCCC2,16,16,1409,6.413982481810347e-05,6.413982481810347e-05
*c1cccc([S@](C)=O)c1,16,16,1410,6.413982481810347e-05,6.413982481810347e-05
*c1ccnc(N)n1,16,16,1411,6.413982481810347e-05,6.413982481810347e-05
*c1ccc([N+](=O)[O-])nc1,16,16,1412,6.413982481810347e-05,6.413982481810347e-05
*c1cccnc1N,16,16,1413,6.413982481810347e-05,6.413982481810347e-05
*[C@@H]1C[C@H]2C[C@@H]1[C@H]1CCC[C@H]21,16,16,1414,6.413982481810347e-05,6.413982481810347e-05
*N(C)[C@H]1CCc2ccccc21,16,16,1415,6.413982481810347e-05,6.413982481810347e-05
*c1nnc2sc3ccccc3n12,16,16,1416,6.413982481810347e-05,6.413982481810347e-05
*[C@H](C#N)CCC,16,16,1417,6.413982481810347e-05,6.413982481810347e-05
*c1ccc([S@@](C)=O)c(F)c1,16,16,1418,6.413982481810347e-05,6.413982481810347e-05
*[C@@H]1C=CN=N1,16,16,1419,6.413982481810347e-05,6.413982481810347e-05
*S(=O)(=O)c1cccc2nonc12,16,16,1420,6.413982481810347e-05,6.413982481810347e-05
*[NH+]1CCC[C@@H](O)C1,16,16,1421,6.413982481810347e-05,6.413982481810347e-05
*C[C@H]([NH3+])C(=O)[O-],16,16,1422,6.413982481810347e-05,6.413982481810347e-05
*c1coc(Br)c1,16,16,1423,6.413982481810347e-05,6.413982481810347e-05
*c1cc(=O)[nH]cn1,16,16,1424,6.413982481810347e-05,6.413982481810347e-05
*c1ccc(S(C)(=O)=O)c(F)c1,16,16,1425,6.413982481810347e-05,6.413982481810347e-05
*C(=O)C1=CN2CCS(=O)(=O)N=C2C=C1,16,16,1426,6.413982481810347e-05,6.413982481810347e-05
*C(=O)/C=C\c1ccccc1,16,16,1427,6.413982481810347e-05,6.413982481810347e-05
*c1cc2c(cc1Cl)NC(=O)CO2,16,16,1428,6.413982481810347e-05,6.413982481810347e-05
*C(=O)C[C@@H]1OC(=O)c2ccccc21,16,16,1429,6.413982481810347e-05,6.413982481810347e-05
*NC1=[NH+]CCC1,16,16,1430,6.413982481810347e-05,6.413982481810347e-05
*[C@H]1CCO[C@@]2(CCOC2)C1,16,16,1431,6.413982481810347e-05,6.413982481810347e-05
*[C@H](C)[C@H](C)CO,16,16,1432,6.413982481810347e-05,6.413982481810347e-05
*c1ncc2ccccn12,16,16,1433,6.413982481810347e-05,6.413982481810347e-05
*c1ncnc2[nH]ncc12,16,16,1434,6.413982481810347e-05,6.413982481810347e-05
*c1c(F)ccc([N+](=O)[O-])c1F,16,16,1435,6.413982481810347e-05,6.413982481810347e-05
*[C@@H]1CCCC(=O)C1,16,16,1436,6.413982481810347e-05,6.413982481810347e-05
*c1ccc(Cl)cc1O,16,16,1437,6.413982481810347e-05,6.413982481810347e-05
*c1nc([O-])c2ccccc2n1,16,16,1438,6.413982481810347e-05,6.413982481810347e-05
*CC/C=C/C,16,16,1439,6.413982481810347e-05,6.413982481810347e-05
*C1SCCCS1,16,16,1440,6.413982481810347e-05,6.413982481810347e-05
*[C@@H]1Cc2cc(Cl)ccc2O1,16,16,1441,6.413982481810347e-05,6.413982481810347e-05
*[C@@H]1SC(N)=NC1=O,16,16,1442,6.413982481810347e-05,6.413982481810347e-05
*CC[S@@](C)=O,16,16,1443,6.413982481810347e-05,6.413982481810347e-05
*c1cn2cc(Br)ccc2n1,16,16,1444,6.413982481810347e-05,6.413982481810347e-05
*CC(C)(C)CCO,16,16,1445,6.413982481810347e-05,6.413982481810347e-05
*c1ccc2[nH]c(=O)c(=O)[nH]c2c1,16,16,1446,6.413982481810347e-05,6.413982481810347e-05
*N1CCCCCCC1=O,16,16,1447,6.413982481810347e-05,6.413982481810347e-05
*n1c(=O)sc2ccccc21,16,16,1448,6.413982481810347e-05,6.413982481810347e-05
*c1cc2c(s1)-c1ccccc1OC2,16,16,1449,6.413982481810347e-05,6.413982481810347e-05
*[C@@H](C)[C@H](C)C(=O)[O-],16,16,1450,6.413982481810347e-05,6.413982481810347e-05
*C(=O)[C@@H]1CSc2ccccc21,16,16,1451,6.413982481810347e-05,6.413982481810347e-05
*n1cnc([N+](=O)[O-])c1,16,16,1452,6.413982481810347e-05,6.413982481810347e-05
*c1ncc([N+](=O)[O-])c(N)n1,16,16,1453,6.413982481810347e-05,6.413982481810347e-05
*n1sc2ccccc2c1=O,16,16,1454,6.413982481810347e-05,6.413982481810347e-05
*C/C=C/c1ccccc1[N+](=O)[O-],16,16,1455,6.413982481810347e-05,6.413982481810347e-05
*c1cccc(Br)c1O,16,16,1456,6.413982481810347e-05,6.413982481810347e-05
*C[C@@]1(O)CCc2ccccc21,16,16,1457,6.413982481810347e-05,6.413982481810347e-05
*n1c(=O)oc2cc(Cl)ccc21,16,16,1458,6.413982481810347e-05,6.413982481810347e-05
*c1cc(N)cc[nH+]1,16,16,1459,6.413982481810347e-05,6.413982481810347e-05
*c1cccc([S@@](C)=O)c1,16,16,1460,6.413982481810347e-05,6.413982481810347e-05
*c1cc(S(N)(=O)=O)ccc1Cl,16,16,1461,6.413982481810347e-05,6.413982481810347e-05
*CC1c2ccccc2-c2ccccc21,16,16,1462,6.413982481810347e-05,6.413982481810347e-05
*N1CCc2c1cccc2[N+](=O)[O-],16,16,1463,6.413982481810347e-05,6.413982481810347e-05
*c1c(N)cccc1Cl,16,16,1464,6.413982481810347e-05,6.413982481810347e-05
*C(=O)/C=C/c1ccc(Br)s1,16,16,1465,6.413982481810347e-05,6.413982481810347e-05
*S(=O)(=O)c1ccc2c(c1)CCO2,16,16,1466,6.413982481810347e-05,6.413982481810347e-05
*C[C@H](C)[S@](C)=O,16,16,1467,6.413982481810347e-05,6.413982481810347e-05
*c1ccc(S(C)(=O)=O)cc1[N+](=O)[O-],15,15,1468,6.0131085766972e-05,6.0131085766972e-05
*CC(C)(C)CCCCC,15,15,1469,6.0131085766972e-05,6.0131085766972e-05
*c1cc(Br)ccc1N,15,15,1470,6.0131085766972e-05,6.0131085766972e-05
*[C@@H]1CCCC[C@@H]1[NH3+],15,15,1471,6.0131085766972e-05,6.0131085766972e-05
*N1C(=O)C=CC1=O,15,14,1472,6.0131085766972e-05,5.612234671584053e-05
*N1CCc2ccccc2CC1,15,15,1473,6.0131085766972e-05,6.0131085766972e-05
*c1cc2n(n1)CC[NH2+]C2,15,15,1474,6.0131085766972e-05,6.0131085766972e-05
*S(=O)(=O)c1c[nH]cn1,15,15,1475,6.0131085766972e-05,6.0131085766972e-05
*c1nc(N)nc(N)n1,15,15,1476,6.0131085766972e-05,6.0131085766972e-05
*N1CC[C@H]2CCCC[C@@H]21,15,14,1477,6.0131085766972e-05,5.612234671584053e-05
*N1C[C@@H]2CCCC[C@H]2C1,15,15,1478,6.0131085766972e-05,6.0131085766972e-05
*[C@@H](C)[C@@H](C)CC,15,15,1479,6.0131085766972e-05,6.0131085766972e-05
*c1csc(I)c1,15,15,1480,6.0131085766972e-05,6.0131085766972e-05
*C(=O)NN1CCOCC1,15,15,1481,6.0131085766972e-05,6.0131085766972e-05
*[C@@H]([NH3+])C(C)C,15,15,1482,6.0131085766972e-05,6.0131085766972e-05
*[C@H](C#N)C(C)(C)C,15,15,1483,6.0131085766972e-05,6.0131085766972e-05
*c1ccncc1[N+](=O)[O-],15,15,1484,6.0131085766972e-05,6.0131085766972e-05
*N1CC[C@@H](O)C1,15,15,1485,6.0131085766972e-05,6.0131085766972e-05
*[C@@]12CC[C@@H](C[C@@H]1Br)C2,15,15,1486,6.0131085766972e-05,6.0131085766972e-05
*C[C@@H](C)CS,15,15,1487,6.0131085766972e-05,6.0131085766972e-05
*c1coc2cc3c(cc12)CCC3,15,15,1488,6.0131085766972e-05,6.0131085766972e-05
*C(=O)CCC(=O)N1CCC(c2ccccc2)=N1,15,15,1489,6.0131085766972e-05,6.0131085766972e-05
*c1cc(=O)n2cc(Cl)ccc2n1,15,15,1490,6.0131085766972e-05,6.0131085766972e-05
*[C@H](CC(C)C)C(=O)[O-],15,15,1491,6.0131085766972e-05,6.0131085766972e-05
*c1cc(F)cc2[nH]cnc12,15,15,1492,6.0131085766972e-05,6.0131085766972e-05
*N1CCc2[nH]ncc2C1,15,15,1493,6.0131085766972e-05,6.0131085766972e-05
*C(=O)C1=COCCO1,15,15,1494,6.0131085766972e-05,6.0131085766972e-05
*C12C[C@H]3C[C@@H](C1)CC(O)(C3)C2,15,15,1495,6.0131085766972e-05,6.0131085766972e-05
*S(=O)(=O)c1ccc(Br)cc1Cl,15,15,1496,6.0131085766972e-05,6.0131085766972e-05
*S(=O)(=O)c1ccc2oc(=O)ccc2c1,15,15,1497,6.0131085766972e-05,6.0131085766972e-05
*C(=O)NNc1ccccc1F,15,15,1498,6.0131085766972e-05,6.0131085766972e-05
*C(=O)[C@@H]1CCCc2ccccc21,15,15,1499,6.0131085766972e-05,6.0131085766972e-05
*C[C@]1(O)CCCc2ccccc21,15,15,1500,6.0131085766972e-05,6.0131085766972e-05
*C(=O)C=C1CCCCC1,15,15,1501,6.0131085766972e-05,6.0131085766972e-05
*C/C=C/CS,15,15,1502,6.0131085766972e-05,6.0131085766972e-05
*N1CCNC[C@H]1C#N,15,15,1503,6.0131085766972e-05,6.0131085766972e-05
*CCCCC(C)C,15,15,1504,6.0131085766972e-05,6.0131085766972e-05
*c1cnn2c1OCCC2,15,15,1505,6.0131085766972e-05,6.0131085766972e-05
*c1nc2ccccn2c(=O)c1[N+](=O)[O-],15,15,1506,6.0131085766972e-05,6.0131085766972e-05
*c1cccc2c1C(=O)c1ccccc1C2=O,15,15,1507,6.0131085766972e-05,6.0131085766972e-05
*N1CCn2c1nc1ccccc12,15,15,1508,6.0131085766972e-05,6.0131085766972e-05
*N1CCn2cnnc2C1,15,15,1509,6.0131085766972e-05,6.0131085766972e-05
*C(=O)CC1=CCCCC1,15,15,1510,6.0131085766972e-05,6.0131085766972e-05
*[C@H]1CCCS(=O)(=O)C1,15,15,1511,6.0131085766972e-05,6.0131085766972e-05
*[C@H]([NH3+])CC,15,15,1512,6.0131085766972e-05,6.0131085766972e-05
*c1nc2ccc(N)cc2s1,15,14,1513,6.0131085766972e-05,5.612234671584053e-05
*C[C@H](C)C[C@H](C)O,15,15,1514,6.0131085766972e-05,6.0131085766972e-05
*[C@@H](N)C[NH3+],15,15,1515,6.0131085766972e-05,6.0131085766972e-05
*N1CCOC2(CCCC2)C1,15,15,1516,6.0131085766972e-05,6.0131085766972e-05
*N[C@H]1CCc2cc(N)ccc21,15,15,1517,6.0131085766972e-05,6.0131085766972e-05
*C1CCC(=O)CC1,15,15,1518,6.0131085766972e-05,6.0131085766972e-05
*c1ncnc2c1CCC2,15,15,1519,6.0131085766972e-05,6.0131085766972e-05
*c1ccc2sccc2c1,15,15,1520,6.0131085766972e-05,6.0131085766972e-05
*c1ccccc1S(=O)(=O)C(F)F,15,15,1521,6.0131085766972e-05,6.0131085766972e-05
*n1nc([O-])c2ccccc2c1=O,15,15,1522,6.0131085766972e-05,6.0131085766972e-05
*N1CCO[C@@H]2CCCC[C@H]21,15,15,1523,6.0131085766972e-05,6.0131085766972e-05
*CC[C@@H](C)[S@](C)=O,15,15,1524,6.0131085766972e-05,6.0131085766972e-05
*C(=O)CN1C(=O)COc2ccccc21,15,15,1525,6.0131085766972e-05,6.0131085766972e-05
*N1CC(=O)N2CCCC[C@@H]2C1=O,15,15,1526,6.0131085766972e-05,6.0131085766972e-05
*CC[S@@](=O)C(C)(C)C,15,15,1527,6.0131085766972e-05,6.0131085766972e-05
*OCOC,15,15,1528,6.0131085766972e-05,6.0131085766972e-05
*c1ccc(Cl)nc1Cl,15,15,1529,6.0131085766972e-05,6.0131085766972e-05
*c1cc2cc3c(cc2[nH]c1=O)OCCO3,15,15,1530,6.0131085766972e-05,6.0131085766972e-05
*c1cc(Cl)c(Cl)cc1N,15,15,1531,6.0131085766972e-05,6.0131085766972e-05
*[C@H](N)C(F)(F)F,15,15,1532,6.0131085766972e-05,6.0131085766972e-05
*S(=O)(=O)c1ccc(Cl)cc1F,15,15,1533,6.0131085766972e-05,6.0131085766972e-05
*N1CCNC[C@@H]1C#N,15,15,1534,6.0131085766972e-05,6.0131085766972e-05
*[C@@H](O)C(F)(F)F,15,15,1535,6.0131085766972e-05,6.0131085766972e-05
*CCCS(=O)(=O)c1ccccc1,15,15,1536,6.0131085766972e-05,6.0131085766972e-05
*N[C@H]1CCSc2ccccc21,15,15,1537,6.0131085766972e-05,6.0131085766972e-05
*[C@@H]1CSCC[NH2+]1,15,15,1538,6.0131085766972e-05,6.0131085766972e-05
*c1cc(=O)[nH]c2cc(F)ccc12,14,14,1539,5.612234671584053e-05,5.612234671584053e-05
*n1c(=S)[nH]c2cnccc21,14,14,1540,5.612234671584053e-05,5.612234671584053e-05
*C(C)(C)C[NH3+],14,14,1541,5.612234671584053e-05,5.612234671584053e-05
*c1cccc(S(=O)(=O)C(C)C)c1,14,14,1542,5.612234671584053e-05,5.612234671584053e-05
*N[C@@H]1c2ccccc2C[C@H]1O,14,14,1543,5.612234671584053e-05,5.612234671584053e-05
*C[C@@](C)([NH3+])CC,14,14,1544,5.612234671584053e-05,5.612234671584053e-05
*c1cnc2n(c1=O)CCS2,14,14,1545,5.612234671584053e-05,5.612234671584053e-05
*S(=O)(=O)c1cncc(F)c1,14,14,1546,5.612234671584053e-05,5.612234671584053e-05
*N1C(=O)CC2(CCCCC2)C1=O,14,14,1547,5.612234671584053e-05,5.612234671584053e-05
*N(C)[C@H]1CCCc2ccccc21,14,14,1548,5.612234671584053e-05,5.612234671584053e-05
*c1ccc(C#N)c(F)c1,14,14,1549,5.612234671584053e-05,5.612234671584053e-05
*[C@H]1C[NH+]2CCC1CC2,14,14,1550,5.612234671584053e-05,5.612234671584053e-05
*N1CCOC2(CCOCC2)C1,14,14,1551,5.612234671584053e-05,5.612234671584053e-05
*N1C(=O)N[C@]2(CCOc3ccccc32)C1=O,14,14,1552,5.612234671584053e-05,5.612234671584053e-05
*n1cnc2ccc([N+](=O)[O-])cc2c1=O,14,14,1553,5.612234671584053e-05,5.612234671584053e-05
*N1CC(=O)N2CCC[C@H]2C1=O,14,14,1554,5.612234671584053e-05,5.612234671584053e-05
*c1cc[nH+]c2cc(Cl)ccc12,14,14,1555,5.612234671584053e-05,5.612234671584053e-05
*c1cc(=O)[nH]c([O-])n1,14,14,1556,5.612234671584053e-05,5.612234671584053e-05
*C(=O)/C(C#N)=C/c1ccco1,14,14,1557,5.612234671584053e-05,5.612234671584053e-05
*[C@H](C)CCCCCC,14,14,1558,5.612234671584053e-05,5.612234671584053e-05
*c1cccc(C#Cc2ccccn2)c1,14,14,1559,5.612234671584053e-05,5.612234671584053e-05
*NC1=[NH+]CCCCC1,14,14,1560,5.612234671584053e-05,5.612234671584053e-05
*NC1=[NH+]CCCC1,14,14,1561,5.612234671584053e-05,5.612234671584053e-05
*C(=O)C=C(CCC)CCC,14,14,1562,5.612234671584053e-05,5.612234671584053e-05
*N[C@H]1CCc2ccc(F)cc21,14,14,1563,5.612234671584053e-05,5.612234671584053e-05
*[C@H](O)CCC,14,14,1564,5.612234671584053e-05,5.612234671584053e-05
*N1CC[C@@H]([NH3+])C1,14,14,1565,5.612234671584053e-05,5.612234671584053e-05
*N1CCC2(C1)OCCO2,14,14,1566,5.612234671584053e-05,5.612234671584053e-05
*[C@H]1CCC[C@H]1[NH3+],14,14,1567,5.612234671584053e-05,5.612234671584053e-05
*c1ccccc1S(=O)(=O)C(C)C,14,14,1568,5.612234671584053e-05,5.612234671584053e-05
*[C@@H]1CC[C@H]2CCCC[C@@H]2[NH2+]1,14,14,1569,5.612234671584053e-05,5.612234671584053e-05
*N1CC(=O)N2CCC[C@@H]2C1=O,14,14,1570,5.612234671584053e-05,5.612234671584053e-05
*c1cc2c(s1)CCCCCC2,14,14,1571,5.612234671584053e-05,5.612234671584053e-05
*C(=O)CCCCl,14,14,1572,5.612234671584053e-05,5.612234671584053e-05
*c1c(O)ccc2c1CCCC2,14,14,1573,5.612234671584053e-05,5.612234671584053e-05
*[C@@H](C)CCC(C)(C)C,14,14,1574,5.612234671584053e-05,5.612234671584053e-05
*CN,14,14,1575,5.612234671584053e-05,5.612234671584053e-05
*c1c[nH+]ccc1N,14,14,1576,5.612234671584053e-05,5.612234671584053e-05
*c1nc2ccc(Br)cn2n1,14,14,1577,5.612234671584053e-05,5.612234671584053e-05
*n1ccc2ccc(Cl)cc21,14,14,1578,5.612234671584053e-05,5.612234671584053e-05
*C(=O)CCCl,14,14,1579,5.612234671584053e-05,5.612234671584053e-05
*[C@@H]1CCC[C@H]1[NH3+],14,14,1580,5.612234671584053e-05,5.612234671584053e-05
*CCC(N)=S,14,14,1581,5.612234671584053e-05,5.612234671584053e-05
*c1csc(/C=C/C(=O)[O-])c1,14,14,1582,5.612234671584053e-05,5.612234671584053e-05
*CCCCCS,14,14,1583,5.612234671584053e-05,5.612234671584053e-05
*N1CCc2cc(Cl)cc(Cl)c2C1,14,14,1584,5.612234671584053e-05,5.612234671584053e-05
*C(=O)CS(=O)(=O)CC,14,14,1585,5.612234671584053e-05,5.612234671584053e-05
*n1[nH]c(=O)c2ccccc2c1=O,14,14,1586,5.612234671584053e-05,5.612234671584053e-05
