
   ·▄▄▄▄  ▄▄▄▄· .▄▄ ·▄▄▄▄▄▄▄▄ . ▄▄▄·
   ██▊ ██ ▐█ ▀█▊▐█ ▀.•██  ▀▄.▀·▐█ ▄█
   ▐█· ▐█▌▐█▀▀█▄▄▀▀▀█▄▐█.▊▐▀▀▊▄ ██▀·
   ██. ██ ██▄▊▐█▐█▄▊▐█▐█▌·▐█▄▄▌▐█▊·•
   ▀▀▀▀▀• ·▀▀▀▀  ▀▀▀▀ ▀▀▀  ▀▀▀ .▀   

   Buried volume (Vbur) will be computed
   Using density isodensity surface with cutoff value of 0.0016 au
   Cartesian grid-spacing will be determined by cube file(s)

                      File   Atom    R/Å    Mol_Vol     %V_Bur     %S_Bur
     mol_0391_0001_TZ.cube      1   3.50     318.28      49.49       0.00
     mol_0392_0001_TZ.cube      1   3.50     408.90      37.79       0.00
     mol_0393_0001_TZ.cube      1   3.50     339.49      45.02       0.00
     mol_0394_0001_TZ.cube      1   3.50     415.61      44.81       0.00
     mol_0395_0001_TZ.cube      1   3.50     436.81      44.04       0.00
     mol_0396_0001_TZ.cube      1   3.50     356.90      46.90       0.00
     mol_0397_0001_TZ.cube      1   3.50     392.74      35.38       0.00
     mol_0398_0001_TZ.cube      1   3.50     334.51      49.42       0.00
     mol_0399_0001_TZ.cube      1   3.50     362.69      36.10       0.00
     mol_0400_0001_TZ.cube      1   3.50     393.07      47.00       0.00
     mol_0401_0001_TZ.cube      1   3.50     327.95      36.03       0.00
     mol_0402_0001_TZ.cube      1   3.50     489.91      50.41       0.00
     mol_0403_0001_TZ.cube      1   3.50     389.74      36.13       0.00
     mol_0404_0001_TZ.cube      1   3.50     319.86      49.76       0.00
     mol_0405_0001_TZ.cube      1   3.50     315.05      46.88       0.00
     mol_0406_0001_TZ.cube      1   3.50     303.68      46.32       0.00
     mol_0407_0001_TZ.cube      1   3.50     326.53      41.38       0.00
     mol_0408_0001_TZ.cube      1   3.50     321.98      48.19       0.00
     mol_0409_0001_TZ.cube      1   3.50     312.42      38.70       0.00
     mol_0410_0001_TZ.cube      1   3.50     294.39      37.64       0.00
     mol_0411_0001_TZ.cube      1   3.50     388.66      40.64       0.00
     mol_0412_0001_TZ.cube      1   3.50     395.12      48.54       0.00
     mol_0413_0001_TZ.cube      1   3.50     383.62      38.68       0.00
     mol_0414_0001_TZ.cube      1   3.50     333.84      45.10       0.00
     mol_0415_0001_TZ.cube      1   3.50     328.11      47.03       0.00
     mol_0416_0001_TZ.cube      1   3.50     416.37      37.89       0.00
     mol_0417_0001_TZ.cube      1   3.50     315.90      39.10       0.00
     mol_0418_0001_TZ.cube      1   3.50     283.86      37.18       0.00
     mol_0419_0001_TZ.cube      1   3.50     429.22      46.76       0.00
     mol_0420_0001_TZ.cube      1   3.50     436.14      41.11       0.00
     mol_0421_0001_TZ.cube      1   3.50     218.07      43.74       0.00
     mol_0422_0001_TZ.cube      1   3.50     332.50      56.88       0.00
     mol_0423_0001_TZ.cube      1   3.50     359.69      46.80       0.00
     mol_0424_0001_TZ.cube      1   3.50     295.84      53.49       0.00
     mol_0425_0001_TZ.cube      1   3.50     370.40      27.99       0.00
     mol_0427_0001_TZ.cube      1   3.50     380.56      49.90       0.00
     mol_0428_0001_TZ.cube      1   3.50     375.35      54.30       0.00
     mol_0429_0001_TZ.cube      1   3.50     361.26      49.14       0.00
     mol_0430_0001_TZ.cube      1   3.50     367.57      36.97       0.00
     mol_0431_0001_TZ.cube      1   3.50     387.64      42.35       0.00
     mol_0432_0001_TZ.cube      1   3.50     272.25      51.62       0.00
     mol_0433_0001_TZ.cube      1   3.50     404.76      51.47       0.00
     mol_0434_0001_TZ.cube      1   3.50     394.24      35.46       0.00
     mol_0435_0001_TZ.cube      1   3.50     337.34      43.85       0.00
     mol_0436_0001_TZ.cube      1   3.50     217.50      27.89       0.00
     mol_0437_0001_TZ.cube      1   3.50     322.53      54.58       0.00
     mol_0438_0001_TZ.cube      1   3.50     243.19      55.88       0.00
     mol_0439_0001_TZ.cube      1   3.50     415.43      35.90       0.00
     mol_0440_0001_TZ.cube      1   3.50     356.68      35.94       0.00
     mol_0441_0001_TZ.cube      1   3.50     407.31      41.17       0.00
     mol_0442_0001_TZ.cube      1   3.50     241.51      40.03       0.00
     mol_0443_0001_TZ.cube      1   3.50     278.35      37.27       0.00
     mol_0444_0001_TZ.cube      1   3.50     316.93      48.74       0.00
     mol_0445_0001_TZ.cube      1   3.50     318.22      43.78       0.00
     mol_0446_0001_TZ.cube      1   3.50     464.29      40.13       0.00
     mol_0447_0001_TZ.cube      1   3.50     291.29      44.33       0.00
     mol_0448_0001_TZ.cube      1   3.50     307.57      45.66       0.00
     mol_0449_0001_TZ.cube      1   3.50     291.24      39.22       0.00
     mol_0450_0001_TZ.cube      1   3.50     398.70      48.59       0.00
     mol_0451_0001_TZ.cube      1   3.50     341.25      45.66       0.00
     mol_0453_0001_TZ.cube      1   3.50     324.48      46.89       0.00
     mol_0454_0001_TZ.cube      1   3.50     407.17      48.00       0.00
     mol_0455_0001_TZ.cube      1   3.50     271.77      35.79       0.00
     mol_0456_0001_TZ.cube      1   3.50     305.45      50.77       0.00
     mol_0457_0001_TZ.cube      1   3.50     330.30      44.07       0.00
     mol_0458_0001_TZ.cube      1   3.50     416.27      38.37       0.00
     mol_0459_0001_TZ.cube      1   3.50     413.79      48.56       0.00
     mol_0460_0001_TZ.cube      1   3.50     324.88      40.65       0.00
     mol_0461_0001_TZ.cube      1   3.50     297.05      35.35       0.00
     mol_0462_0001_TZ.cube      1   3.50     275.81      50.44       0.00
     mol_0463_0001_TZ.cube      1   3.50     397.90      35.87       0.00
     mol_0465_0001_TZ.cube      1   3.50     261.96      43.18       0.00
     mol_0466_0001_TZ.cube      1   3.50     389.28      39.09       0.00
     mol_0467_0001_TZ.cube      1   3.50     320.97      49.50       0.00
     mol_0468_0001_TZ.cube      1   3.50     287.99      50.82       0.00
     mol_0469_0001_TZ.cube      1   3.50     307.07      42.65       0.00
     mol_0470_0001_TZ.cube      1   3.50     316.20      45.76       0.00
     mol_0471_0001_TZ.cube      1   3.50     440.73      47.34       0.00
     mol_0472_0001_TZ.cube      1   3.50     263.53      40.00       0.00
     mol_0473_0001_TZ.cube      1   3.50     332.85      35.96       0.00
     mol_0474_0001_TZ.cube      1   3.50     374.11      49.65       0.00
     mol_0475_0001_TZ.cube      1   3.50     309.55      41.87       0.00
     mol_0476_0001_TZ.cube      1   3.50     349.26      39.14       0.00
     mol_0477_0001_TZ.cube      1   3.50     491.04      62.95       0.00
     mol_0478_0001_TZ.cube      1   3.50     366.44      43.06       0.00
     mol_0480_0001_TZ.cube      1   3.50     417.80      45.07       0.00
     mol_0481_0001_TZ.cube      1   3.50     322.97      34.57       0.00
     mol_0482_0001_TZ.cube      1   3.50     358.24      50.13       0.00
     mol_0483_0001_TZ.cube      1   3.50     315.56      42.84       0.00
     mol_0484_0001_TZ.cube      1   3.50     348.36      34.83       0.00
     mol_0485_0001_TZ.cube      1   3.50     402.42      53.66       0.00
     mol_0486_0001_TZ.cube      1   3.50     288.87      43.64       0.00
     mol_0487_0001_TZ.cube      1   3.50     409.61      37.51       0.00
     mol_0488_0001_TZ.cube      1   3.50     390.62      55.67       0.00
     mol_0489_0001_TZ.cube      1   3.50     357.87      43.58       0.00
     mol_0490_0001_TZ.cube      1   3.50     412.85      45.64       0.00
     mol_0491_0001_TZ.cube      1   3.50     460.33      38.52       0.00
     mol_0492_0001_TZ.cube      1   3.50     344.46      35.95       0.00
     mol_0493_0001_TZ.cube      1   3.50     292.34      41.17       0.00
     mol_0494_0001_TZ.cube      1   3.50     336.33      49.01       0.00
     mol_0495_0001_TZ.cube      1   3.50     230.68      38.86       0.00
     mol_0496_0001_TZ.cube      1   3.50     300.95      35.78       0.00
     mol_0497_0001_TZ.cube      1   3.50     281.82      39.85       0.00
     mol_0498_0001_TZ.cube      1   3.50     359.91      51.89       0.00
     mol_0499_0001_TZ.cube      1   3.50     311.45      41.96       0.00
   ----------------------------------------------------------------------
